SrcFileName,ReportedDateTime,Athletic Fields,Garden,Hard Court Surfaces,Picnic Areas,Playground/Tot Lot,Wading Pool
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-27 16:00:00,0.0,0.0,5.0,0.0,16.0,23.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-27 17:00:00,0.0,0.0,4.0,1.0,15.0,4.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-27 18:00:00,6.0,0.0,7.0,0.0,7.0,3.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-27 19:00:00,0.0,0.0,4.0,4.0,10.0,4.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-28 15:00:00,1.0,0.0,2.0,0.0,5.0,4.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-28 16:00:00,2.0,0.0,1.0,3.0,0.0,5.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-28 17:00:00,0.0,0.0,0.0,0.0,4.0,0.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-28 18:00:00,3.0,0.0,0.0,5.0,2.0,0.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-28 19:00:00,0.0,0.0,3.0,0.0,4.0,0.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-29 12:00:00,0.0,0.0,4.0,3.0,10.0,2.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-29 13:00:00,0.0,0.0,7.0,12.0,4.0,12.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-29 14:00:00,0.0,2.0,4.0,4.0,10.0,6.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-29 15:00:00,2.0,0.0,2.0,2.0,4.0,4.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-29 16:00:00,0.0,0.0,4.0,2.0,8.0,4.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-29 17:00:00,10.0,2.0,8.0,6.0,10.0,8.0
